Attrition,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsSinceLastPromotion,Attrition_bin,OverTime_bin,BusinessTravel_ord
No,Travel_Rarely,Sales,4,3,1,1,2728,No,11,1,0,3,0,0,0,1
No,Non-Travel,Sales,3,3,2,4,5368,Yes,25,3,1,3,1,0,1,0
No,Travel_Rarely,Research & Development,1,3,2,3,5347,No,14,2,2,2,0,0,0,1
No,Travel_Rarely,Human Resources,3,3,1,4,3195,Yes,18,1,3,3,2,0,1,1
Yes,Travel_Rarely,Research & Development,4,2,1,3,3989,Yes,11,1,0,3,1,1,1,1
No,Travel_Rarely,Research & Development,4,3,1,3,3306,No,19,4,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,3,4,7005,No,15,3,0,3,1,0,0,1
Yes,Travel_Frequently,Sales,4,3,1,3,2655,Yes,11,3,2,3,7,1,1,2
Yes,Travel_Rarely,Research & Development,4,3,1,2,1393,No,12,1,0,3,0,1,0,1
No,Non-Travel,Research & Development,4,3,1,4,2570,No,20,3,0,3,5,0,0,0
No,Travel_Rarely,Research & Development,1,2,1,2,3537,No,12,4,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,2,2,4,3986,No,14,3,1,4,4,0,0,1
No,Travel_Rarely,Research & Development,3,1,3,4,10883,No,20,3,1,4,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,1,2,2028,No,18,4,3,3,2,0,0,1
No,Travel_Frequently,Sales,3,1,2,4,9525,No,14,3,2,2,1,0,0,2
No,Travel_Rarely,Research & Development,2,2,1,4,2929,No,12,2,0,3,8,0,0,1
Yes,Travel_Rarely,Sales,3,3,1,4,2275,Yes,21,2,1,3,0,1,1,1
No,Travel_Rarely,Research & Development,3,4,3,4,7879,Yes,19,2,1,3,6,0,1,1
No,Travel_Frequently,Research & Development,1,2,1,4,4930,Yes,14,3,0,4,1,0,1,2
No,Travel_Rarely,Sales,4,3,2,4,7847,Yes,17,1,1,3,8,0,1,1
No,Travel_Rarely,Research & Development,3,4,1,3,4401,No,16,4,1,3,0,0,0,1
No,Travel_Rarely,Sales,4,3,3,3,9241,No,12,2,0,3,8,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,3,2974,No,17,3,1,3,1,0,0,1
No,Travel_Rarely,Sales,3,3,2,4,4502,No,15,3,0,2,6,0,0,1
No,Non-Travel,Research & Development,3,2,3,3,10748,No,23,4,1,2,14,0,0,0
Yes,Travel_Rarely,Human Resources,4,1,1,3,1555,No,11,3,1,3,0,1,0,1
Yes,Travel_Frequently,Sales,3,1,4,3,12936,No,11,3,0,1,14,1,0,2
No,Travel_Rarely,Research & Development,4,1,1,3,2305,No,15,3,3,4,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,4,2,16704,No,11,3,0,3,8,0,0,1
No,Travel_Frequently,Research & Development,1,3,1,3,3433,No,13,1,1,2,1,0,0,2
No,Travel_Rarely,Research & Development,2,3,1,3,3477,No,14,4,1,4,0,0,0,1
No,Non-Travel,Human Resources,3,1,2,2,6430,No,19,2,1,3,1,0,0,0
No,Travel_Rarely,Research & Development,2,3,2,1,6516,Yes,16,2,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,2,3,1,1,3907,No,13,2,3,4,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,2,5562,No,14,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,3,6883,No,16,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,4,2862,No,12,2,1,2,0,0,0,1
No,Non-Travel,Sales,3,3,2,2,4978,No,11,4,1,1,0,0,0,0
No,Travel_Rarely,Sales,3,3,3,4,10368,Yes,12,2,1,2,0,0,1,1
Yes,Travel_Rarely,Sales,2,2,2,1,6134,Yes,13,2,3,3,2,1,1,1
Yes,Travel_Rarely,Sales,1,1,2,2,6735,No,15,2,0,3,0,1,0,1
No,Travel_Rarely,Research & Development,3,3,1,2,3295,No,13,3,0,1,1,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,4,5238,No,20,4,0,2,1,0,0,2
No,Non-Travel,Research & Development,4,3,2,4,6472,Yes,15,4,1,3,5,0,1,0
No,Travel_Rarely,Sales,4,1,3,3,9610,No,13,3,1,1,0,0,0,1
No,Travel_Rarely,Sales,2,3,5,2,19833,No,14,2,0,2,12,0,0,1
No,Travel_Rarely,Human Resources,3,1,3,3,9756,No,21,3,2,4,0,0,0,1
No,Travel_Frequently,Research & Development,4,2,1,1,4968,No,16,4,0,3,0,0,0,2
No,Travel_Frequently,Human Resources,1,3,1,4,2145,No,14,4,1,3,2,0,0,2
Yes,Travel_Frequently,Human Resources,3,2,1,4,2180,No,11,3,1,2,1,1,0,2
No,Travel_Rarely,Sales,1,3,2,3,8346,No,19,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,4,3445,No,11,3,0,2,1,0,0,1
Yes,Travel_Rarely,Sales,2,1,1,2,2760,No,13,3,0,3,2,1,0,1
No,Travel_Frequently,Research & Development,4,4,2,3,6294,Yes,12,4,0,4,0,0,1,2
No,Travel_Rarely,Sales,3,2,3,1,7140,No,11,1,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,4,1,4,2932,Yes,14,1,3,3,1,0,1,1
No,Non-Travel,Sales,4,3,2,2,5147,No,15,4,0,2,1,0,0,0
No,Travel_Rarely,Sales,4,3,2,4,4507,No,12,3,0,4,0,0,0,1
Yes,Travel_Rarely,Sales,1,3,3,1,8564,Yes,20,3,0,2,0,1,1,1
No,Travel_Frequently,Research & Development,3,2,1,2,2468,No,14,2,1,2,0,0,0,2
Yes,Travel_Rarely,Sales,1,3,3,3,8161,No,13,1,3,3,0,1,0,1
No,Travel_Rarely,Research & Development,4,2,1,1,2109,No,13,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,4,2,3,5294,No,16,3,1,3,1,0,0,1
No,Non-Travel,Research & Development,2,3,1,2,2718,No,14,2,0,3,0,0,0,0
No,Travel_Rarely,Research & Development,2,1,2,4,5811,Yes,16,3,1,3,1,0,1,1
Yes,Travel_Frequently,Research & Development,3,2,1,3,2437,Yes,16,4,1,3,0,1,1,2
No,Travel_Rarely,Research & Development,2,3,1,2,2766,No,22,2,3,2,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,5,1,19038,No,12,2,3,3,0,0,0,1
No,Non-Travel,Research & Development,4,3,2,2,3055,No,15,4,2,2,1,0,0,0
No,Travel_Rarely,Research & Development,3,3,1,1,2289,No,20,2,2,3,0,0,0,1
No,Non-Travel,Sales,4,3,2,3,4001,Yes,14,3,1,3,0,0,1,0
No,Non-Travel,Research & Development,1,2,4,3,12965,Yes,20,4,3,2,0,0,1,0
No,Travel_Rarely,Human Resources,2,3,1,4,3539,No,13,2,0,3,1,0,0,1
No,Travel_Rarely,Sales,4,1,2,4,6029,No,12,1,0,3,2,0,0,1
Yes,Travel_Rarely,Sales,2,3,1,2,2679,No,13,2,0,3,1,1,0,1
No,Travel_Rarely,Research & Development,4,2,1,3,3702,No,11,2,1,3,0,0,0,1
Yes,Travel_Rarely,Research & Development,3,3,1,1,2398,Yes,17,3,0,3,0,1,1,1
No,Travel_Rarely,Sales,1,2,2,4,5468,No,14,1,2,3,5,0,0,1
No,Travel_Rarely,Research & Development,1,3,3,3,13116,No,11,4,0,3,2,0,0,1
No,Travel_Rarely,Sales,2,2,2,2,4189,No,14,1,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,5,4,19328,Yes,17,3,1,3,2,0,1,1
No,Travel_Rarely,Research & Development,4,3,3,1,8321,Yes,13,4,1,3,5,0,1,1
Yes,Travel_Frequently,Research & Development,3,3,1,2,2342,Yes,12,3,3,2,2,1,1,2
No,Travel_Rarely,Human Resources,3,3,2,2,4071,No,13,3,0,2,4,0,0,1
Yes,Travel_Rarely,Sales,3,3,2,4,5813,Yes,18,4,0,3,7,1,1,1
No,Travel_Rarely,Research & Development,4,4,1,1,3143,No,19,2,1,3,7,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,4,2044,No,11,3,1,4,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,3,3,13464,No,21,3,0,3,2,0,0,1
No,Non-Travel,Sales,2,2,2,2,7991,No,15,3,0,3,2,0,0,0
No,Travel_Rarely,Research & Development,3,3,1,1,3377,No,17,4,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,2,1,5538,No,18,3,2,2,0,0,0,1
No,Non-Travel,Research & Development,2,3,2,4,5762,No,14,3,1,3,1,0,0,0
No,Non-Travel,Human Resources,1,3,1,2,2592,No,13,4,3,3,3,0,0,0
Yes,Travel_Frequently,Research & Development,4,3,2,1,5346,No,17,3,1,2,0,1,0,2
Yes,Travel_Rarely,Research & Development,4,3,2,1,4213,No,15,2,0,1,0,1,0,1
No,Travel_Frequently,Sales,3,3,2,4,4127,No,18,4,1,3,2,0,0,2
No,Non-Travel,Research & Development,1,3,1,3,2438,No,13,3,0,2,1,0,0,0
No,Travel_Rarely,Research & Development,2,4,2,2,6870,No,12,1,0,1,1,0,0,1
No,Travel_Rarely,Sales,3,3,3,3,10447,Yes,13,4,1,4,13,0,1,1
No,Travel_Rarely,Research & Development,1,3,3,3,9667,No,14,2,0,3,0,0,0,1
Yes,Travel_Rarely,Human Resources,4,3,1,2,2148,Yes,11,3,0,3,1,1,1,1
Yes,Travel_Rarely,Research & Development,4,3,2,2,8926,No,22,4,1,4,3,1,0,1
No,Travel_Rarely,Research & Development,3,3,2,4,6513,No,17,4,1,3,0,0,0,1
No,Travel_Rarely,Sales,2,4,2,3,6799,No,21,3,2,3,4,0,0,1
No,Non-Travel,Sales,2,3,4,2,16291,No,22,4,1,2,14,0,0,0
No,Travel_Rarely,Research & Development,2,1,1,3,2705,No,16,2,1,4,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,3,2,10333,Yes,12,3,1,3,14,0,1,1
No,Travel_Rarely,Research & Development,2,3,2,1,4448,No,12,2,1,3,7,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,4,6854,No,15,2,1,2,1,0,0,1
No,Travel_Frequently,Sales,1,3,3,1,9637,No,14,4,2,3,2,0,0,2
No,Travel_Rarely,Research & Development,3,3,1,1,3591,No,25,3,1,3,1,0,0,1
No,Travel_Rarely,Sales,2,1,2,4,5405,Yes,20,1,2,2,0,0,1,1
No,Travel_Rarely,Sales,3,3,2,4,4684,No,13,1,0,3,1,0,0,1
No,Travel_Frequently,Research & Development,1,3,4,3,15787,Yes,14,2,0,3,2,0,1,2
No,Non-Travel,Research & Development,2,3,1,3,1514,No,16,3,0,1,0,0,0,0
Yes,Travel_Rarely,Human Resources,4,4,1,1,2956,No,17,3,0,3,0,1,0,1
Yes,Travel_Rarely,Human Resources,1,2,1,1,2335,Yes,15,4,3,3,2,1,1,1
No,Non-Travel,Sales,3,3,2,3,5154,No,22,2,2,4,5,0,0,0
No,Travel_Rarely,Research & Development,4,3,2,2,6962,Yes,22,4,1,3,0,0,1,1
No,Travel_Frequently,Sales,1,3,2,4,5675,No,20,3,1,3,7,0,0,2
No,Travel_Frequently,Research & Development,4,3,1,4,2379,Yes,14,3,0,2,0,0,1,2
No,Travel_Frequently,Research & Development,4,3,1,4,3812,No,13,2,0,4,3,0,0,2
No,Travel_Frequently,Sales,4,3,2,4,4648,No,13,3,0,4,0,0,0,2
No,Non-Travel,Research & Development,3,3,1,3,2936,No,22,2,2,2,3,0,0,0
No,Travel_Rarely,Research & Development,2,3,1,3,2105,No,12,3,0,3,2,0,0,1
No,Travel_Rarely,Research & Development,4,3,3,4,8578,No,14,3,1,2,4,0,0,1
No,Non-Travel,Human Resources,3,3,1,4,2706,No,15,2,1,3,2,0,0,0
No,Travel_Rarely,Research & Development,4,1,2,3,6384,No,17,4,2,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,3,3968,No,13,4,0,3,0,0,0,1
Yes,Travel_Rarely,Sales,3,2,2,2,9907,Yes,12,3,0,2,2,1,1,1
No,Travel_Rarely,Sales,1,4,4,1,13225,No,12,4,1,3,2,0,0,1
No,Travel_Rarely,Sales,2,2,2,3,3540,No,21,4,1,3,5,0,0,1
No,Travel_Rarely,Human Resources,4,2,1,2,2804,No,11,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,2,5,3,19392,No,13,4,0,3,6,0,0,1
No,Travel_Rarely,Research & Development,4,2,5,2,19665,No,12,4,0,3,12,0,0,1
Yes,Travel_Frequently,Research & Development,4,2,1,4,2439,Yes,24,2,0,2,1,1,1,2
Yes,Travel_Rarely,Sales,3,3,3,2,7314,No,21,3,3,3,0,1,0,1
No,Travel_Frequently,Research & Development,4,2,1,1,4774,No,19,4,1,2,7,0,0,2
No,Travel_Rarely,Research & Development,4,3,2,4,3902,No,14,2,3,3,2,0,0,1
No,Travel_Rarely,Research & Development,2,2,1,4,2662,No,20,2,1,4,0,0,0,1
No,Travel_Rarely,Sales,2,3,1,2,2856,No,19,4,1,3,0,0,0,1
Yes,Travel_Rarely,Sales,2,3,1,4,1081,No,13,3,0,2,0,1,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,2,2472,Yes,23,1,0,3,0,1,1,1
No,Travel_Rarely,Sales,2,2,2,3,5673,Yes,13,1,1,3,1,0,1,1
No,Travel_Rarely,Research & Development,2,3,2,3,4197,No,11,1,1,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,3,4,9713,Yes,13,4,3,3,1,0,1,1
No,Travel_Rarely,Research & Development,4,3,1,1,2062,No,14,2,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,1,4284,Yes,22,3,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,4,2,2,2,4788,Yes,11,4,0,3,0,0,1,1
No,Travel_Rarely,Research & Development,2,2,2,4,5906,No,13,4,2,2,3,0,0,1
No,Travel_Frequently,Human Resources,2,2,2,4,3886,No,21,4,0,2,0,0,0,2
No,Travel_Rarely,Research & Development,1,3,4,1,16823,No,11,1,1,3,11,0,0,1
No,Travel_Rarely,Research & Development,2,2,1,3,2933,Yes,13,3,1,2,1,0,1,1
No,Travel_Rarely,Sales,1,4,2,3,6500,No,14,2,0,2,0,0,0,1
No,Travel_Frequently,Research & Development,4,3,4,4,17174,No,11,2,1,3,4,0,0,2
No,Travel_Rarely,Research & Development,2,4,2,1,5033,No,15,4,1,3,2,0,0,1
Yes,Non-Travel,Research & Development,4,1,1,1,2307,Yes,23,2,1,3,3,1,1,0
Yes,Travel_Rarely,Research & Development,1,3,1,4,2587,No,16,4,0,3,1,1,0,1
No,Travel_Rarely,Sales,3,2,2,2,5507,No,16,3,2,1,1,0,0,1
No,Travel_Rarely,Sales,3,3,2,2,4393,No,21,3,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,3,1,13348,No,13,2,1,4,5,0,0,1
No,Travel_Rarely,Sales,3,3,2,4,6583,Yes,11,4,1,3,1,0,1,1
No,Travel_Rarely,Sales,4,2,2,4,8103,Yes,12,3,0,2,0,0,1,1
No,Travel_Rarely,Research & Development,1,4,1,3,3978,No,12,2,1,2,2,0,0,1
No,Travel_Frequently,Research & Development,3,4,1,4,2544,No,18,1,1,3,7,0,0,2
No,Travel_Frequently,Research & Development,2,3,2,3,5399,No,12,3,0,3,0,0,0,2
No,Travel_Rarely,Sales,2,3,2,3,5487,No,14,2,0,2,0,0,0,1
No,Travel_Frequently,Sales,3,2,2,4,6834,Yes,12,3,1,3,0,0,1,2
Yes,Travel_Frequently,Sales,3,4,1,1,1091,No,17,4,0,3,0,1,0,2
No,Non-Travel,Sales,1,1,2,3,5736,No,19,3,1,3,1,0,0,0
No,Travel_Rarely,Research & Development,2,3,1,2,2226,No,11,3,1,2,1,0,0,1
No,Travel_Frequently,Research & Development,3,2,2,4,5747,Yes,15,2,0,3,6,0,1,2
Yes,Travel_Rarely,Sales,4,3,2,3,9854,Yes,11,4,0,3,2,1,1,1
No,Non-Travel,Research & Development,3,3,2,2,5467,No,18,3,1,4,1,0,0,0
No,Travel_Rarely,Sales,4,2,2,1,5380,No,16,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,1,5151,No,25,4,1,3,7,0,0,1
No,Travel_Frequently,Research & Development,4,2,2,2,2133,Yes,16,3,1,3,0,0,1,2
No,Travel_Rarely,Sales,4,3,4,4,17875,Yes,13,3,1,2,0,0,1,1
Yes,Travel_Frequently,Research & Development,1,4,1,3,2432,Yes,14,1,0,3,0,1,1,2
No,Travel_Rarely,Research & Development,2,3,1,4,4771,No,19,4,2,4,0,0,0,1
No,Travel_Frequently,Research & Development,2,3,5,4,19161,No,15,4,0,3,4,0,0,2
No,Travel_Rarely,Sales,2,3,2,4,5087,Yes,12,3,2,3,0,0,1,1
Yes,Travel_Frequently,Human Resources,1,2,1,2,2863,No,12,1,0,3,0,1,0,2
No,Travel_Rarely,Sales,2,3,2,1,5561,No,16,4,1,1,0,0,0,1
No,Non-Travel,Research & Development,3,3,1,3,2144,No,14,3,0,2,1,0,0,0
No,Non-Travel,Research & Development,3,3,1,1,3065,Yes,13,4,1,4,2,0,1,0
No,Non-Travel,Research & Development,1,4,1,2,2810,No,22,2,0,3,0,0,0,0
No,Travel_Rarely,Sales,1,3,3,4,9888,No,21,1,0,2,2,0,0,1
No,Travel_Rarely,Sales,4,3,3,3,8628,No,18,3,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,1,2867,No,13,4,0,2,7,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,1,5373,No,12,1,1,2,0,0,0,1
No,Non-Travel,Research & Development,3,3,2,4,6667,No,18,2,1,3,1,0,0,0
No,Travel_Frequently,Research & Development,4,1,2,1,5003,No,21,2,0,3,8,0,0,2
Yes,Travel_Rarely,Research & Development,3,2,1,4,2367,No,12,1,1,2,0,1,0,1
No,Travel_Rarely,Sales,1,2,1,1,2858,No,14,1,0,2,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,4,5204,Yes,11,4,0,3,0,0,1,1
No,Travel_Rarely,Sales,4,3,2,4,4105,No,14,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,4,9679,No,24,2,0,3,0,0,0,1
Yes,Travel_Frequently,Sales,1,3,2,4,5617,Yes,11,3,0,3,0,1,1,2
Yes,Travel_Rarely,Sales,1,3,3,1,10448,Yes,13,2,0,2,2,1,1,1
No,Travel_Rarely,Research & Development,1,3,2,3,2897,No,11,3,2,2,2,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,3,5968,No,20,3,3,3,2,0,0,2
No,Travel_Rarely,Research & Development,1,3,3,3,7510,No,17,2,1,3,0,0,0,1
No,Travel_Frequently,Human Resources,4,3,1,2,2991,Yes,11,2,1,3,1,0,1,2
No,Travel_Rarely,Human Resources,3,4,5,2,19636,Yes,18,1,1,3,1,0,1,1
No,Travel_Rarely,Research & Development,4,1,1,4,1129,Yes,11,3,3,3,0,0,1,1
No,Travel_Rarely,Sales,2,3,4,1,13341,No,12,1,0,3,11,0,0,1
No,Non-Travel,Research & Development,4,2,2,3,4332,No,12,4,0,3,3,0,0,0
No,Non-Travel,Research & Development,3,3,3,3,11031,No,20,3,1,4,4,0,0,0
No,Travel_Rarely,Research & Development,3,3,2,1,4440,Yes,19,4,0,3,1,0,1,1
No,Travel_Rarely,Research & Development,2,2,2,3,4617,No,12,2,0,2,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,4,2647,No,13,3,0,4,1,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,3,6323,No,11,1,1,4,9,0,0,2
No,Travel_Rarely,Sales,2,3,2,2,5677,No,14,3,1,3,5,0,0,1
No,Travel_Rarely,Human Resources,3,3,1,2,2187,No,14,3,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,2,3748,No,13,3,0,2,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,3,3977,Yes,19,3,1,2,0,0,1,1
No,Travel_Rarely,Research & Development,1,3,3,3,8633,No,23,2,0,3,12,0,0,1
No,Non-Travel,Research & Development,2,2,1,3,2008,No,12,3,3,2,0,0,0,0
No,Travel_Rarely,Sales,4,3,2,2,4440,No,15,1,2,3,5,0,0,1
No,Travel_Rarely,Sales,1,3,1,3,3067,No,19,3,1,3,1,0,0,1
No,Travel_Frequently,Research & Development,1,2,2,3,5321,No,11,4,1,3,7,0,0,2
No,Travel_Rarely,Research & Development,4,3,2,1,5410,Yes,17,3,1,2,1,0,1,1
No,Travel_Rarely,Research & Development,4,3,1,4,2782,No,22,1,1,3,1,0,0,1
No,Non-Travel,Research & Development,3,3,3,2,11957,No,18,1,2,1,5,0,0,0
No,Travel_Rarely,Research & Development,4,3,1,3,2660,Yes,11,3,1,3,2,0,1,1
No,Travel_Rarely,Research & Development,4,3,1,3,3375,No,12,4,0,4,1,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,3,5098,No,19,2,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,4,4878,Yes,13,1,1,3,8,0,1,1
No,Travel_Rarely,Research & Development,3,2,1,2,2837,No,13,3,0,3,4,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,4,2406,No,19,3,2,2,0,0,0,1
No,Travel_Rarely,Sales,2,2,1,2,2269,No,14,2,1,3,2,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,4,4108,No,13,1,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,1,3,3,13206,No,12,1,1,3,1,0,0,1
No,Travel_Rarely,Sales,3,3,3,4,10422,No,19,3,2,3,5,0,0,1
No,Travel_Rarely,Research & Development,3,4,3,4,13744,Yes,25,1,1,3,6,0,1,1
No,Travel_Rarely,Sales,1,3,2,3,4907,Yes,22,2,1,2,0,0,1,1
No,Non-Travel,Sales,1,3,1,4,3482,No,15,2,2,2,0,0,0,0
No,Travel_Rarely,Research & Development,2,3,1,4,2436,Yes,12,3,0,3,1,0,1,1
No,Travel_Rarely,Sales,3,3,1,1,2380,Yes,11,4,0,3,1,0,1,1
No,Non-Travel,Research & Development,4,3,5,4,19431,No,13,3,0,2,1,0,0,0
Yes,Travel_Frequently,Sales,4,3,1,1,1790,No,19,1,1,2,1,1,0,2
No,Travel_Rarely,Sales,1,2,3,4,7644,No,19,3,2,3,3,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,2,5131,No,13,2,3,3,0,0,0,2
No,Non-Travel,Research & Development,3,3,2,3,6306,No,21,1,1,2,1,0,0,0
Yes,Travel_Rarely,Research & Development,1,3,1,4,4787,Yes,14,2,3,4,2,1,1,1
No,Travel_Rarely,Research & Development,1,3,5,3,18880,No,11,1,0,2,4,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,3,2339,No,11,4,1,1,9,1,0,1
No,Travel_Rarely,Research & Development,1,2,4,2,13570,No,23,3,1,3,0,0,0,1
No,Travel_Rarely,Sales,4,2,2,3,6712,No,21,4,2,3,1,0,0,1
No,Non-Travel,Sales,4,1,2,4,5406,No,24,1,1,2,11,0,0,0
No,Travel_Rarely,Sales,3,2,2,2,8938,No,11,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,1,2439,No,14,4,0,3,1,0,0,1
No,Travel_Rarely,Human Resources,3,3,3,4,8837,Yes,16,3,0,3,1,0,1,1
No,Travel_Rarely,Sales,1,3,2,4,5343,No,11,3,1,3,1,0,0,1
Yes,Travel_Frequently,Sales,2,3,2,3,6728,No,12,4,2,3,0,1,0,2
No,Travel_Rarely,Sales,2,2,2,4,6652,No,13,1,1,2,0,0,0,1
No,Travel_Rarely,Sales,4,3,2,3,4850,No,15,3,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,1,3,2809,No,14,4,0,3,2,0,0,1
No,Travel_Frequently,Research & Development,3,3,2,3,5689,Yes,14,4,2,4,0,0,1,2
No,Travel_Rarely,Research & Development,3,3,1,3,2001,No,14,2,3,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,1,1,4,2977,No,12,4,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,2,4025,Yes,13,1,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,4,2,1,1,3785,No,14,2,0,1,0,0,0,1
Yes,Travel_Rarely,Sales,4,2,3,1,10854,Yes,13,2,1,3,2,1,1,1
No,Travel_Rarely,Sales,2,2,4,4,12031,No,11,1,1,2,9,0,0,1
No,Non-Travel,Research & Development,2,3,2,1,9936,No,19,2,0,3,1,0,0,0
No,Travel_Rarely,Sales,4,2,1,3,2966,No,18,4,0,3,0,0,0,1
No,Travel_Frequently,Research & Development,3,4,2,4,2571,No,17,3,1,3,0,0,0,2
No,Travel_Rarely,Research & Development,4,2,3,1,9991,No,15,1,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,4,2,2,6142,Yes,20,2,1,3,0,0,1,1
No,Travel_Frequently,Sales,4,2,2,2,5390,No,14,4,0,2,0,0,0,2
No,Travel_Rarely,Research & Development,2,4,2,3,4404,No,12,1,0,4,1,0,0,1
